"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"2015",2025,"PS",50,41,845.6,505.6,607,"clockwise",0,513,888.5,479,41,0,852.1,512.6,899,488.3,42.9,46.9,"Uncrossed","Uncrossed","diverge","Contrasting",4,"PS",50,6.5,7,10.5,9.30000000000001,"center_Right","center_Down","Right_Down"
"2016",2026,"PS",50,42,824.6,505.2,584,"clockwise",0,501,870.8,482.8,42,0,818.2,506.6,872.7,488.8,46.1999999999999,54.5,"Uncrossed","Uncrossed","diverge","Contrasting",8.30000000000007,"PS",50,-6.39999999999998,1.40000000000003,1.90000000000009,6,"center_Right","center_Down","Right_Down"
"2017",2027,"PS",50,43,823.3,489.7,562,"clockwise",0,485,878.3,467.3,43,0,833.1,500.2,891,477.5,55,57.9,"Uncrossed","Uncrossed","diverge","Contrasting",2.89999999999998,"PS",50,9.80000000000007,10.5,12.7,10.2,"center_Right","center_Down","Right_Down"
"2018",2028,"PS",50,44,827,511.3,553,"clockwise",0,470,881.7,488.5,44,0,817.1,526.8,883,501.2,54.7,65.9,"Uncrossed","Uncrossed","diverge","Contrasting",11.1999999999999,"PS",50,-9.89999999999998,15.4999999999999,1.29999999999995,12.7,"center_Right","center_Down","Right_Down"
"2019",2029,"PS",50,45,1114,464.2,477,"clockwise",0,432,1147.8,406.9,45,0,1058.7,441,1109.9,417.3,33.8,51.2,"Uncrossed","Uncrossed","diverge","Contrasting",17.4000000000001,"PS",50,-55.3,-23.2,-37.8999999999999,10.4,"center_Right","center_Down","Right_Down"
"2020",2030,"PS",50,46,854.1,510.8,575,"clockwise",0,491,911,480.9,46,0,826,518.9,884.3,494.9,56.9,58.3,"Uncrossed","Uncrossed","diverge","Contrasting",1.39999999999998,"PS",50,-28.1,8.09999999999997,-26.7,14,"center_Right","center_Down","Right_Down"
"2021",2031,"PS",50,47,970.6,501.9,582,"clockwise",0,513,1036.5,470.2,47,0,964.5,510.4,1016.9,487.1,65.9,52.4,"Uncrossed","Uncrossed","converge","Contrasting",-13.5,"PS",50,-6.10000000000002,8.5,-19.6,16.9,"center_Right","center_Down","Right_Down"
"2022",2032,"PS",50,48,838.9,507.2,605,"clockwise",0,539,886.1,479.9,48,0,820.7,505.3,869.6,487.2,47.2,48.9,"Uncrossed","Uncrossed","diverge","Contrasting",1.69999999999993,"PS",50,-18.1999999999999,-1.89999999999998,-16.5,7.30000000000001,"center_Right","center_Down","Right_Down"
"2023",2033,"PS",50,49,1088.4,497.4,600,"clockwise",0,541,1129.6,477,49,0,1109.5,503.1,1144.7,485.6,41.1999999999998,35.2,"Uncrossed","Uncrossed","converge","Contrasting",-5.99999999999977,"PS",50,21.0999999999999,5.70000000000005,15.1000000000001,8.60000000000002,"center_Right","center_Down","Right_Down"
"2024",2034,"PS",50,50,1176,492.4,601,"clockwise",0,547,1204.3,480.6,50,0,1175.9,502.3,1211.6,486.9,28.3,35.6999999999998,"Uncrossed","Uncrossed","diverge","Contrasting",7.39999999999986,"PS",50,-0.0999999999999091,9.90000000000003,7.29999999999995,6.29999999999995,"center_Right","center_Down","Right_Down"
"2025",2035,"PS",50,51,1101,374.8,580,"clockwise",0,518,1130.5,374.2,51,0,1107.3,382.2,1132.1,382.7,29.5,24.8,"Uncrossed","Uncrossed","converge","Contrasting",-4.70000000000005,"PS",50,6.29999999999995,7.39999999999998,1.59999999999991,8.5,"center_Right","center_Down","Right_Down"
"2026",2036,"PS",50,52,871.9,255.3,585,"clockwise",0,508,885.5,235.7,52,0,859.4,253.9,879.3,242.1,13.6,19.9,"Uncrossed","Uncrossed","diverge","Contrasting",6.29999999999995,"PS",50,-12.5,-1.40000000000001,-6.20000000000005,6.40000000000001,"center_Right","center_Down","Right_Down"
"2027",2037,"PS",50,53,817.9,501.9,623,"clockwise",0,541,868.1,478,53,0,819.2,525,866.3,496.3,50.2,47.0999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-3.10000000000014,"PS",50,1.30000000000007,23.1,-1.80000000000007,18.3,"center_Right","center_Down","Right_Down"
"2028",2038,"PS",50,54,979.5,498.9,631,"clockwise",0,563,1029,474.6,54,0,995.2,504.2,1043.2,477,49.5,48,"Uncrossed","Uncrossed","converge","Contrasting",-1.5,"PS",50,15.7,5.30000000000001,14.2,2.39999999999998,"center_Right","center_Down","Right_Down"
"2029",2039,"PS",50,55,1150.9,486.6,593,"clockwise",0,523,1194,469.1,55,0,1165.7,488.2,1204.4,475.7,43.0999999999999,38.7,"Uncrossed","Uncrossed","converge","Contrasting",-4.39999999999986,"PS",50,14.8,1.59999999999997,10.4000000000001,6.59999999999997,"center_Right","center_Down","Right_Down"
"2030",2040,"PS",50,56,866.1,497.5,625,"clockwise",0,540,924.9,466.6,56,0,844.4,502.2,894.5,479.3,58.8,50.1,"Uncrossed","Uncrossed","converge","Contrasting",-8.69999999999993,"PS",50,-21.7,4.69999999999999,-30.4,12.7,"center_Right","center_Down","Right_Down"
"2031",2041,"PS",50,57,812.7,510.3,625,"clockwise",0,551,868.2,484.7,57,0,804.9,513,854,485,55.5,49.1,"Uncrossed","Uncrossed","converge","Contrasting",-6.39999999999998,"PS",50,-7.80000000000007,2.69999999999999,-14.2,0.300000000000011,"center_Right","center_Down","Right_Down"
"2032",2042,"PS",50,58,835.9,500.6,613,"clockwise",0,533,881.6,471.8,58,0,842.2,526.7,895.7,497.2,45.7,53.5,"Uncrossed","Uncrossed","diverge","Contrasting",7.79999999999995,"PS",50,6.30000000000007,26.1,14.1,25.4,"center_Right","center_Down","Right_Down"
"2033",2043,"PS",50,59,644.2,772.5,677,"clockwise",0,579,709.1,687,59,0,642.5,772.5,691.1,697,64.9,48.6,"Uncrossed","Uncrossed","converge","Contrasting",-16.3,"PS",50,-1.70000000000005,0,-18,10,"center_Left","center_Up","Left_Up"
"2034",2044,"PS",50,60,794.2,571.1,661,"clockwise",0,586,861.5,530.8,60,0,802.7,561,848.5,519.6,67.3,45.8,"Uncrossed","Uncrossed","converge","Contrasting",-21.5,"PS",50,8.5,-10.1,-13,-11.1999999999999,"center_Right","center_Down","Right_Down"
"2035",2045,"PS",50,61,829.2,512.7,663,"clockwise",0,593,867.8,478.3,61,0,834.8,514,885.4,482.3,38.5999999999999,50.6,"Uncrossed","Uncrossed","diverge","Contrasting",12.0000000000001,"PS",50,5.59999999999991,1.29999999999995,17.6,4,"center_Right","center_Down","Right_Down"
"2036",2046,"PS",50,62,595.4,726.8,733,"clockwise",0,648,655.9,666.3,62,0,588.4,738.1,646.1,681,60.5,57.7,"Uncrossed","Uncrossed","converge","Contrasting",-2.79999999999995,"PS",50,-7,11.3000000000001,-9.79999999999995,14.7,"center_Left","center_Up","Left_Up"
"2037",2047,"PS",50,63,804.9,581.6,700,"clockwise",0,624,875.2,545.2,63,0,835.6,578,891.4,543.9,70.3000000000001,55.8,"Uncrossed","Uncrossed","converge","Contrasting",-14.5000000000001,"PS",50,30.7,-3.60000000000002,16.1999999999999,-1.30000000000007,"center_Right","center_Up","Right_Up"
"2038",2048,"PS",50,64,837.4,508.8,690,"clockwise",0,610,886.2,479.5,64,0,832.3,523.3,884.4,482.5,48.8000000000001,52.1,"Uncrossed","Uncrossed","diverge","Contrasting",3.29999999999995,"PS",50,-5.10000000000002,14.4999999999999,-1.80000000000007,3,"center_Right","center_Down","Right_Down"
"2039",2049,"PS",50,65,842.7,503.6,664,"clockwise",0,606,889.4,467.6,65,0,840.9,527.6,887.9,480.7,46.6999999999999,47,"Uncrossed","Uncrossed","diverge","Contrasting",0.300000000000068,"PS",50,-1.80000000000007,24,-1.5,13.1,"center_Right","center_Down","Right_Down"
"2040",2050,"PS",50,66,800.1,513.9,664,"clockwise",0,610,842.8,463.2,66,0,801.5,514.2,855.1,482.3,42.6999999999999,53.6,"Uncrossed","Uncrossed","diverge","Contrasting",10.9000000000001,"PS",50,1.39999999999998,0.300000000000068,12.3000000000001,19.1,"center_Right","center_Down","Right_Down"
"2041",2051,"PS",50,67,815.7,512.9,614,"clockwise",0,562,870.9,467.6,67,0,830.2,509.3,880.7,476.1,55.1999999999999,50.5,"Uncrossed","Uncrossed","converge","Contrasting",-4.69999999999993,"PS",50,14.5,-3.59999999999997,9.80000000000007,8.5,"center_Right","center_Down","Right_Down"
"2042",2052,"PS",50,68,850.6,515.9,622,"clockwise",0,559,897.6,474.4,68,0,844.4,532.9,899.4,486.3,47,55,"Uncrossed","Uncrossed","diverge","Contrasting",8,"PS",50,-6.20000000000005,17,1.79999999999995,11.9,"center_Right","center_Down","Right_Down"
"2043",2053,"PS",50,69,850,508.6,638,"clockwise",0,563,905.3,462,69,0,812.8,545.2,899.8,512.7,55.3,87,"Uncrossed","Uncrossed","diverge","Contrasting",31.7,"PS",50,-37.2,36.6,-5.5,50.7,"center_Right","center_Down","Right_Down"
"2044",2054,"PS",71,30,442.7,546.8,742,"clockwise",0,546,465.1,443.2,30,0,447.1,551,462.1,443.8,22.4,15,"Uncrossed","Uncrossed","converge","Contrasting",-7.40000000000003,"PS",71,4.40000000000003,4.20000000000005,-3,0.600000000000023,"center_Left","center_Down","Left_Down"
"2045",2055,"PS",71,31,805.8,515.7,694,"clockwise",0,549,841,425.1,31,0,802.5,513.9,850.2,439.7,35.2,47.7,"Uncrossed","Uncrossed","diverge","Contrasting",12.5,"PS",71,-3.29999999999995,-1.80000000000007,9.20000000000005,14.6,"center_Right","center_Down","Right_Down"
"2046",2056,"PS",71,32,823.6,447.5,650,"clockwise",0,533,872.8,382.5,32,0,830.5,462.1,880.4,393.7,49.1999999999999,49.9,"Uncrossed","Uncrossed","diverge","Contrasting",0.700000000000045,"PS",71,6.89999999999998,14.6,7.60000000000002,11.2,"center_Right","center_Down","Right_Down"
"2047",2057,"PS",71,33,791.8,486.1,650,"clockwise",0,539,842.2,420.2,33,0,801.8,492.2,857.5,416.2,50.4000000000001,55.7,"Uncrossed","Uncrossed","diverge","Contrasting",5.29999999999995,"PS",71,10,6.09999999999997,15.3,-4,"center_Right","center_Down","Right_Down"
"2048",2058,"PS",71,34,828.1,495.4,628,"clockwise",0,524,880,427.9,34,0,842.9,498.7,896.3,432.4,51.9,53.4,"Uncrossed","Uncrossed","diverge","Contrasting",1.5,"PS",71,14.8,3.30000000000001,16.3,4.5,"center_Right","center_Down","Right_Down"
"2049",2059,"PS",71,35,798.4,485.4,618,"clockwise",0,510,852.4,415.1,35,0,795.2,489.1,840.2,417.4,54,45,"Uncrossed","Uncrossed","converge","Contrasting",-9,"PS",71,-3.19999999999993,3.70000000000005,-12.1999999999999,2.29999999999995,"center_Right","center_Down","Right_Down"
"2050",2060,"PS",71,36,834.6,473.8,623,"clockwise",0,508,876.5,410.8,36,0,839.4,482.6,891,421.2,41.9,51.6,"Uncrossed","Uncrossed","diverge","Contrasting",9.70000000000005,"PS",71,4.79999999999995,8.80000000000001,14.5,10.4,"center_Right","center_Down","Right_Down"
"2051",2061,"PS",71,37,806.6,492.4,628,"clockwise",0,505,855.3,422.1,37,0,798.3,509,852.1,437.3,48.6999999999999,53.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",5.10000000000014,"PS",71,-8.30000000000007,16.6,-3.19999999999993,15.2,"center_Right","center_Down","Right_Down"
"2052",2062,"PS",71,38,832.5,497,633,"clockwise",0,511,883.7,436,38,0,841.3,495.7,898.9,440.2,51.2,57.6,"Uncrossed","Uncrossed","diverge","Contrasting",6.39999999999998,"PS",71,8.79999999999995,-1.30000000000001,15.1999999999999,4.19999999999999,"center_Right","center_Down","Right_Down"
"2053",2063,"PS",71,39,813.8,491.4,639,"clockwise",0,519,868.7,428.1,39,0,816.9,505.4,867.2,428.7,54.9000000000001,50.3000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-4.60000000000002,"PS",71,3.10000000000002,14,-1.5,0.599999999999966,"center_Right","center_Down","Right_Down"
"2054",2064,"PS",71,40,843.9,499.1,606,"clockwise",0,488,896.1,427.5,40,0,840.8,504.4,893.1,436.1,52.2,52.3000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",0.100000000000023,"PS",71,-3.10000000000002,5.29999999999995,-3,8.60000000000002,"center_Right","center_Down","Right_Down"
"2055",2065,"PS",71,41,803.2,494.9,625,"clockwise",0,511,850.3,423.9,41,0,791.9,499.9,849.7,423.4,47.0999999999999,57.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",10.7000000000002,"PS",71,-11.3000000000001,5,-0.599999999999909,-0.5,"center_Right","center_Down","Right_Down"
"2056",2066,"PS",71,42,819.7,491,636,"clockwise",0,530,875.2,419.4,42,0,822.7,500.8,882.7,439.1,55.5,60,"Uncrossed","Uncrossed","diverge","Contrasting",4.5,"PS",71,3,9.80000000000001,7.5,19.7,"center_Right","center_Down","Right_Down"
"2057",2067,"PS",71,43,829.5,517.4,603,"clockwise",0,505,868.6,412.9,43,0,817.7,510.5,859.5,430.2,39.1,41.8,"Uncrossed","Uncrossed","diverge","Contrasting",2.69999999999993,"PS",71,-11.8,-6.89999999999998,-9.10000000000002,17.3,"center_Right","center_Down","Right_Down"
"2058",2068,"PS",71,44,1021.4,467.2,615,"clockwise",0,509,1063.2,417.6,44,0,1028.4,472.9,1051.6,419.2,41.8000000000001,23.1999999999998,"Uncrossed","Uncrossed","converge","Contrasting",-18.6000000000003,"PS",71,7.00000000000011,5.69999999999999,-11.6000000000001,1.59999999999997,"center_Right","center_Down","Right_Down"
"2059",2069,"PS",71,45,1096.8,338.8,596,"clockwise",0,491,1097.5,305.7,45,0,1108,344.4,1105,316.4,0.700000000000045,-3,"Uncrossed","Crossed","converge","Contrasting",-3.70000000000005,"PS",71,11.2,5.59999999999997,7.5,10.7,"center_Right","center_Down","Right_Down"
"2060",2070,"PS",71,46,905.8,239.6,622,"clockwise",0,499,884.9,194.6,46,0,877.7,247.2,866.9,196.6,-20.9,-10.8000000000001,"Crossed","Crossed","diverge","Contrasting",10.0999999999999,"PS",71,-28.0999999999999,7.59999999999999,-18,2,"center_Right","center_Down","Right_Down"
"2061",2071,"PS",71,47,706.6,262.6,648,"clockwise",0,494,685.7,177.7,47,0,684.6,273.3,670.9,188.6,-20.9,-13.7,"Crossed","Crossed","diverge","Contrasting",7.19999999999993,"PS",71,-22,10.7,-14.8000000000001,10.9,"center_Left","center_Down","Left_Down"
"2062",2072,"PS",71,48,626.1,512.8,712,"clockwise",0,546,664.5,421.7,48,0,633.4,530.3,677.3,443.8,38.4,43.9,"Uncrossed","Uncrossed","diverge","Contrasting",5.5,"PS",71,7.29999999999995,17.5,12.8,22.1,"center_Left","center_Down","Left_Down"
"2063",2073,"PS",71,49,803.8,520.4,702,"clockwise",0,560,844.3,450.5,49,0,815,530.8,866.5,468,40.5,51.5,"Uncrossed","Uncrossed","diverge","Contrasting",11,"PS",71,11.2,10.4,22.2,17.5,"center_Right","center_Down","Right_Down"
"2064",2074,"PS",71,50,643.3,709.6,682,"clockwise",0,546,707.2,612,50,0,656,724.1,708.4,630.7,63.9000000000001,52.4,"Uncrossed","Uncrossed","converge","Contrasting",-11.5000000000001,"PS",71,12.7,14.5,1.19999999999993,18.7,"center_Left","center_Up","Left_Up"
"2065",2075,"PS",71,51,771.2,527,683,"clockwise",0,564,840.8,449.6,51,0,785.3,526.3,833.6,445,69.5999999999999,48.3000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-21.2999999999998,"PS",71,14.0999999999999,-0.700000000000045,-7.19999999999993,-4.60000000000002,"center_Left","center_Down","Left_Down"
"2066",2076,"PS",71,52,819.7,506,671,"clockwise",0,562,860.1,432.6,52,0,819.9,518.7,873.4,457.1,40.4,53.5,"Uncrossed","Uncrossed","diverge","Contrasting",13.1,"PS",71,0.199999999999932,12.7,13.3,24.5,"center_Right","center_Down","Right_Down"
"2067",2077,"PS",71,53,824.7,512.9,679,"clockwise",0,577,875.5,443.9,53,0,828.7,518.2,879.4,451.2,50.8,50.6999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-0.100000000000023,"PS",71,4,5.30000000000007,3.89999999999998,7.30000000000001,"center_Right","center_Down","Right_Down"
"2068",2078,"PS",71,54,798.5,486.5,683,"clockwise",0,565,843.6,410.7,54,0,809.8,508.3,850.2,430.3,45.1,40.4000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-4.69999999999993,"PS",71,11.3,21.8,6.60000000000002,19.6,"center_Right","center_Down","Right_Down"
"2069",2079,"PS",71,55,801,512.2,679,"clockwise",0,541,840.4,419.6,55,0,803.5,513.2,851.6,427.6,39.4,48.1,"Uncrossed","Uncrossed","diverge","Contrasting",8.70000000000005,"PS",71,2.5,1,11.2,8,"center_Right","center_Down","Right_Down"
"2070",2080,"PS",71,56,805.8,507.1,632,"clockwise",0,498,850.8,418.7,56,0,810.7,508.4,859,420.4,45,48.3,"Uncrossed","Uncrossed","diverge","Contrasting",3.29999999999995,"PS",71,4.90000000000009,1.29999999999995,8.20000000000005,1.69999999999999,"center_Right","center_Down","Right_Down"
"2071",2081,"PS",71,57,805,511.6,607,"clockwise",0,490,845.2,412.9,57,0,818.8,510.7,867.6,422.7,40.2,48.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",8.60000000000002,"PS",71,13.8,-0.900000000000034,22.4,9.80000000000001,"center_Right","center_Down","Right_Down"
"2072",2082,"PS",71,58,830.8,504,598,"clockwise",0,479,877.9,416.7,58,0,827,511.1,876,436.1,47.1,49,"Uncrossed","Uncrossed","diverge","Contrasting",1.89999999999998,"PS",71,-3.79999999999995,7.10000000000002,-1.89999999999998,19.4,"center_Right","center_Down","Right_Down"
"2073",2083,"PS",71,59,844.2,506.5,605,"clockwise",0,491,888,426.2,59,0,833,519.9,881,437.1,43.8,48,"Uncrossed","Uncrossed","diverge","Contrasting",4.20000000000005,"PS",71,-11.2,13.4,-7,10.9,"center_Right","center_Down","Right_Down"
"2074",2084,"PS",71,60,831.9,513.1,613,"clockwise",0,490,873.1,433.1,60,0,810.9,541.2,877.1,465.8,41.2,66.2,"Uncrossed","Uncrossed","diverge","Contrasting",25,"PS",71,-21,28.1,4,32.7,"center_Right","center_Down","Right_Down"
"2075",2085,"PS",71,61,813.2,524.1,627,"clockwise",0,516,853.6,437,61,0,824.9,533.9,855.8,460.1,40.4,30.9,"Uncrossed","Uncrossed","converge","Contrasting",-9.5,"PS",71,11.6999999999999,9.79999999999995,2.19999999999993,23.1,"center_Right","center_Down","Right_Down"
"2076",2086,"PS",71,62,841.7,654,700,"clockwise",0,559,865.6,549.3,62,0,838.8,650,878,550,23.9,39.2,"Uncrossed","Uncrossed","diverge","Contrasting",15.3000000000001,"PS",71,-2.90000000000009,-4,12.4,0.700000000000045,"center_Right","center_Up","Right_Up"
"2077",2087,"PS",71,63,844.1,527,682,"clockwise",0,559,878,455.1,63,0,820.6,547.1,876.4,467.7,33.9,55.8,"Uncrossed","Uncrossed","diverge","Contrasting",21.9,"PS",71,-23.5,20.1,-1.60000000000002,12.6,"center_Right","center_Down","Right_Down"
"2078",2088,"PS",71,64,814.2,496.3,645,"clockwise",0,537,857.9,417.4,64,0,814.4,504.7,852.4,428.8,43.6999999999999,38,"Uncrossed","Uncrossed","converge","Contrasting",-5.69999999999993,"PS",71,0.199999999999932,8.39999999999998,-5.5,11.4,"center_Right","center_Down","Right_Down"
"2079",2089,"PS",71,65,817.9,554.8,691,"clockwise",0,566,857,461.9,65,0,828.8,543.3,870.1,460,39.1,41.3000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",2.20000000000005,"PS",71,10.9,-11.5,13.1,-1.89999999999998,"center_Right","center_Down","Right_Down"
"2080",2090,"PS",71,66,826,494.9,683,"clockwise",0,567,861.5,420.6,66,0,816.2,537.2,872.6,470,35.5,56.4,"Uncrossed","Uncrossed","diverge","Contrasting",20.9,"PS",71,-9.79999999999995,42.3000000000001,11.1,49.4,"center_Right","center_Down","Right_Down"
"2081",2091,"RC",1,41,1133.9,446.1,540,"clockwise",0,605,1099.7,455.6,41,0,1130.9,448.6,1096.5,456.9,-34.2,-34.4000000000001,"Crossed","Crossed","converge","Contrasting",-0.200000000000045,"RC",1,-3,2.5,-3.20000000000005,1.29999999999995,"center_Right","center_Down","Right_Down"
"2082",2092,"RC",1,42,879,491.5,578,"clockwise",0,652,835.6,484,42,0,875.9,503.5,835.5,494.7,-43.4,-40.4,"Crossed","Crossed","diverge","Contrasting",3,"RC",1,-3.10000000000002,12,-0.100000000000023,10.7,"center_Left","center_Down","Left_Down"
"2083",2093,"RC",1,43,842,517.3,555,"clockwise",0,629,804.4,510.5,43,0,859.3,512.6,837.5,495.7,-37.6,-21.8,"Crossed","Crossed","diverge","Contrasting",15.8000000000001,"RC",1,17.3,-4.69999999999993,33.1,-14.8,"center_Left","center_Down","Left_Down"
"2084",2094,"RC",1,44,832.9,519.2,638,"clockwise",0,687,812.8,491.9,44,0,875.2,512.7,851.4,499.8,-20.1,-23.8000000000001,"Crossed","Crossed","converge","Contrasting",-3.70000000000005,"RC",1,42.3000000000001,-6.5,38.6,7.90000000000003,"center_Right","center_Down","Right_Down"
"2085",2095,"RC",1,45,843.9,521.5,624,"clockwise",0,685,817.2,508.1,45,0,874.6,512.8,854.2,497.1,-26.6999999999999,-20.4,"Crossed","Crossed","diverge","Contrasting",6.29999999999995,"RC",1,30.7,-8.70000000000005,37,-11,"center_Right","center_Down","Right_Down"
"2086",2096,"RC",1,46,851,517.9,522,"clockwise",0,545,827.6,497.6,46,0,876,517.5,843.1,505,-23.4,-32.9,"Crossed","Crossed","converge","Contrasting",-9.5,"RC",1,25,-0.399999999999977,15.5,7.39999999999998,"center_Right","center_Down","Right_Down"
"2087",2097,"RC",1,47,845.4,531.7,666,"clockwise",0,742,816.3,514.9,47,0,878.1,505.6,849.5,492.5,-29.1,-28.6,"Crossed","Crossed","diverge","Contrasting",0.5,"RC",1,32.7,-26.1,33.2,-22.4,"center_Right","center_Down","Right_Down"
"2088",2098,"RC",1,48,846.2,516.8,473,"clockwise",0,510,819.2,495.8,48,0,871.9,518,835.7,504.9,-27,-36.1999999999999,"Crossed","Crossed","converge","Contrasting",-9.19999999999993,"RC",1,25.6999999999999,1.20000000000005,16.5,9.09999999999997,"center_Left","center_Down","Left_Down"
"2089",2099,"RC",1,49,838.1,524.3,629,"clockwise",0,689,796.1,512.6,49,0,863.4,512.4,847,513.1,-42,-16.4,"Crossed","Crossed","diverge","Contrasting",25.6,"RC",1,25.3,-11.9,50.9,0.5,"center_Right","center_Down","Right_Down"
"2090",2100,"RC",1,50,830.9,517.4,700,"clockwise",0,780,811.4,514.8,50,0,873.1,515.7,841.2,507.4,-19.5,-31.9,"Crossed","Crossed","converge","Contrasting",-12.4,"RC",1,42.2,-1.69999999999993,29.8000000000001,-7.39999999999998,"center_Right","center_Down","Right_Down"
"2091",2101,"RC",1,51,843.5,519.1,566,"clockwise",0,622,809.7,505.7,51,0,862.4,512.2,829,500.8,-33.8,-33.4,"Crossed","Crossed","diverge","Contrasting",0.399999999999977,"RC",1,18.9,-6.89999999999998,19.3,-4.89999999999998,"center_Left","center_Down","Left_Down"
"2092",2102,"RC",1,52,842,510.9,647,"clockwise",0,722,807.1,495.7,52,0,869.5,515.5,840.9,500.9,-34.9,-28.6,"Crossed","Crossed","diverge","Contrasting",6.29999999999995,"RC",1,27.5,4.60000000000002,33.8,5.19999999999999,"center_Right","center_Down","Right_Down"
"2093",2103,"RC",1,53,843.5,517.8,521,"clockwise",0,556,812.2,501.1,53,0,856.4,517.6,832.2,505.4,-31.3,-24.1999999999999,"Crossed","Crossed","diverge","Contrasting",7.10000000000002,"RC",1,12.9,-0.199999999999932,20,4.29999999999995,"center_Left","center_Down","Left_Down"
